21.800000,0.019222
21.804000,-0.332175
21.808000,0.137775
21.812000,-0.161868
21.816000,0.024009
21.820000,-0.059304
21.824000,-0.254660
21.828000,-0.050126
21.832000,-0.171960
21.836000,-0.032228
21.840000,-0.033314
21.844000,0.138020
21.848000,0.156738
21.852000,0.109224
21.856000,-0.023421
21.860000,0.048855
21.864000,-0.096148
21.868000,-0.056477
21.872000,-0.081462
21.876000,-0.031494
21.880000,-0.201446
21.884000,-0.037277
21.888000,0.054636
21.892000,0.203861
21.896000,0.038907
21.900000,0.435152
21.904000,0.182027
21.908000,-0.033739
21.912000,0.126976
21.916000,-0.133704
21.920000,0.049135
21.924000,-0.142842
21.928000,-0.061011
21.932000,-0.228610
21.936000,-0.077740
21.940000,-0.099121
21.944000,-0.075809
21.948000,-0.032527
21.952000,-0.156627
21.956000,0.089439
21.960000,-0.308200
21.964000,-0.259121
21.968000,-0.412490
21.972000,-0.365525
21.976000,-0.402535
21.980000,-0.231195
21.984000,-0.186816
21.988000,-0.205122
21.992000,-0.063039
21.996000,0.067127
22.000000,-0.019892
22.004000,0.039343
22.008000,-0.129697
22.012000,0.090624
22.016000,-0.058972
22.020000,0.115874
22.024000,0.151890
22.028000,-0.116742
22.032000,-0.133791
22.036000,-0.140392
22.040000,-0.101610
22.044000,-0.217314
22.048000,-0.279273
22.052000,-0.423592
22.056000,-0.212061
22.060000,-0.284758
22.064000,-0.578673
22.068000,-0.365633
22.072000,-0.400961
22.076000,-0.320252
22.080000,-0.450323
22.084000,-0.205759
22.088000,-0.159916
22.092000,0.177872
22.096000,0.588755
22.100000,0.442257
22.104000,0.331290
22.108000,0.396776
22.112000,0.142687
22.116000,0.226100
22.120000,0.270869
22.124000,0.436986
22.128000,0.371855
22.132000,0.269089
22.136000,0.250258
22.140000,0.285743
22.144000,0.297334
22.148000,0.168809
22.152000,0.096835
22.156000,-0.017467
22.160000,-0.069625
22.164000,0.021264
22.168000,0.151334
22.172000,0.473673
22.176000,0.240952
22.180000,0.305145
22.184000,0.188268
22.188000,0.192581
22.192000,0.306992
22.196000,0.175906
22.200000,0.094318
22.204000,0.119313
22.208000,-0.008249
22.212000,0.138188
22.216000,0.109844
22.220000,0.294718
22.224000,0.293563
22.228000,0.156969
22.232000,0.185432
22.236000,0.107332
22.240000,0.148834
22.244000,-0.066785
22.248000,-0.082908
22.252000,-0.142500
22.256000,-0.007721
22.260000,0.023156
22.264000,0.105146
22.268000,0.155473
22.272000,0.159726
22.276000,0.215157
22.280000,0.279331
22.284000,0.150858
22.288000,-0.055591
22.292000,-0.078262
22.296000,-0.192332
22.300000,-0.245360
22.304000,-0.172577
22.308000,-0.132063
22.312000,-0.008539
22.316000,0.030156
22.320000,0.213485
22.324000,0.386376
22.328000,0.268418
22.332000,-0.057850
22.336000,0.100896
22.340000,-0.144679
22.344000,-0.306200
22.348000,-0.336815
22.352000,-0.213149
22.356000,-0.178094
22.360000,-0.028896
22.364000,-0.082088
22.368000,-0.211723
22.372000,-0.284180
22.376000,-0.294826
22.380000,-0.340378
22.384000,-0.175253
22.388000,-0.073230
22.392000,-0.162352
22.396000,-0.074408
22.400000,0.037134
22.404000,0.192709
22.408000,0.331806
22.412000,0.208220
22.416000,0.124178
22.420000,0.014433
22.424000,-0.008667
22.428000,0.105145
22.432000,0.135712
22.436000,0.315522
22.440000,0.225943
22.444000,0.349153
22.448000,0.061980
22.452000,0.026891
22.456000,-0.132359
22.460000,0.033758
22.464000,0.015760
22.468000,-0.186184
22.472000,-0.290274
22.476000,-0.328037
22.480000,-0.171423
22.484000,-0.053739
22.488000,0.094698
22.492000,0.037843
22.496000,-0.251022
22.500000,0.136074
22.504000,-0.126288
22.508000,-0.072509
22.512000,-0.273403
22.516000,-0.289230
22.520000,-0.130214
22.524000,-0.078404
22.528000,0.383992
22.532000,0.406206
22.536000,0.431341
22.540000,0.254841
22.544000,0.237216
22.548000,0.122663
22.552000,0.205518
22.556000,0.140016
22.560000,-0.004330
22.564000,-0.063254
22.568000,-0.115170
22.572000,-0.003989
22.576000,0.118308
22.580000,0.108095
22.584000,-0.121169
22.588000,-0.254579
22.592000,-0.051221
22.596000,-0.011177
22.600000,0.083594
22.604000,-0.033881
22.608000,-0.016007
22.612000,0.026412
22.616000,0.040150
22.620000,0.052340
22.624000,-0.072469
22.628000,-0.264117
22.632000,-0.424055
22.636000,-0.159357
22.640000,-0.069843
22.644000,-0.135632
22.648000,-0.080046
22.652000,-0.052540
22.656000,-0.030607
22.660000,0.104524
22.664000,0.033998
22.668000,-0.198048
22.672000,-0.037837
22.676000,-0.284298
22.680000,-0.331729
22.684000,-0.307720
22.688000,-0.312209
22.692000,-0.220634
22.696000,-0.199465
22.700000,0.019169
22.704000,0.062585
22.708000,0.015220
22.712000,-0.143300
22.716000,-0.123836
22.720000,-0.022445
22.724000,-0.091768
22.728000,-0.101812
22.732000,0.114061
22.736000,0.008575
22.740000,0.094973
22.744000,0.076080
22.748000,-0.261552
22.752000,-0.162200
22.756000,-0.098206
22.760000,-0.195081
22.764000,-0.321716
22.768000,-0.153463
22.772000,-0.174906
22.776000,-0.123399
22.780000,0.006002
22.784000,-0.033427
22.788000,-0.252730
22.792000,-0.104771
22.796000,-0.158333
22.800000,-0.076234
22.804000,-0.238971
22.808000,-0.012208
22.812000,0.154805
22.816000,0.334351
22.820000,0.355379
22.824000,-0.017432
22.828000,-0.147373
22.832000,0.045519
22.836000,-0.004739
22.840000,0.019316
22.844000,0.033159
22.848000,-0.088272
22.852000,-0.215317
22.856000,-0.212881
22.860000,-0.194792
22.864000,-0.347819
22.868000,-0.304936
22.872000,-0.606205
22.876000,-0.169177
22.880000,-0.095562
22.884000,-0.209615
22.888000,-0.044832
22.892000,0.033517
22.896000,0.098881
22.900000,0.230427
22.904000,0.235444
22.908000,0.238485
22.912000,0.131784
22.916000,0.084056
22.920000,0.243604
22.924000,0.172523
22.928000,0.214102
22.932000,0.326451
22.936000,0.274162
22.940000,0.220441
22.944000,0.150238
22.948000,0.087042
22.952000,0.013870
22.956000,-0.013524
22.960000,0.149479
22.964000,0.003486
22.968000,-0.033038
22.972000,-0.013212
22.976000,-0.012177
22.980000,0.097208
22.984000,-0.013942
22.988000,0.112837
22.992000,0.055221
22.996000,0.437656
23.000000,0.518193
23.004000,0.255210
23.008000,0.223868
23.012000,0.443041
23.016000,0.350313
23.020000,0.332652
23.024000,0.307091
23.028000,0.416983
23.032000,0.258155
23.036000,0.237786
23.040000,0.122050
23.044000,0.065289
23.048000,0.164198
23.052000,0.089325
23.056000,0.092266
23.060000,0.211339
23.064000,0.090742
23.068000,0.111239
23.072000,-0.067846
23.076000,-0.005488
23.080000,-0.157004
23.084000,-0.200086
23.088000,-0.158032
23.092000,-0.001483
23.096000,-0.052975
23.100000,-0.092893
23.104000,-0.105511
23.108000,-0.252004
23.112000,-0.057434
23.116000,-0.210852
23.120000,-0.160284
23.124000,0.072024
23.128000,-0.085676
23.132000,0.004274
23.136000,0.001096
23.140000,0.015128
23.144000,0.110166
23.148000,0.192598
23.152000,0.198756
23.156000,0.326940
23.160000,0.286289
23.164000,0.237505
23.168000,0.257014
23.172000,0.239344
23.176000,0.236983
23.180000,0.226250
23.184000,0.174081
23.188000,0.203677
23.192000,0.192049
23.196000,0.228872
23.200000,0.321541
23.204000,0.248152
23.208000,0.093713
23.212000,0.034285
23.216000,-0.100046
23.220000,-0.132982
23.224000,-0.104354
23.228000,-0.075685
23.232000,-0.090050
23.236000,-0.119489
23.240000,-0.142333
23.244000,-0.161632
23.248000,-0.178492
23.252000,-0.160316
23.256000,-0.106996
23.260000,-0.343692
23.264000,-0.490566
23.268000,-0.142299
23.272000,-0.251770
23.276000,-0.490059
23.280000,-0.047399
23.284000,-0.054740
23.288000,-0.126174
23.292000,-0.134518
